source,src,alt,alt_present
fraccionamientos-y-condominios.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
fraccionamientos-y-condominios.php,images/moovi50rm.png,Barreras de estacionamiento MOOVI50RM,True
fraccionamientos-y-condominios.php,images/Icaro.png,ICARO SMART AC A2000 120,True
fraccionamientos-y-condominios.php,images/logo-white@2x.png,PSI,True
glg-porte-industriali.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
glg-porte-industriali.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
glg-porte-industriali.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
glg-porte-industriali.php,images/zip.jpg,ROLLI ZIP,True
glg-porte-industriali.php,images/alumina-1.jpg,Puerta Enrollable ALUMINA,True
glg-porte-industriali.php,images/porte-rapide-vertigo-500x500.jpg,VertiGO,True
glg-porte-industriali.php,images/logo-white@2x.png,PSI,True
gol-transmisores-de-cuatro-canales.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
gol-transmisores-de-cuatro-canales.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
gol-transmisores-de-cuatro-canales.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
gol-transmisores-de-cuatro-canales.php,images/zen.jpg,Entrematic ZEN,True
gol-transmisores-de-cuatro-canales.php,images/logo-white@2x.png,PSI,True
icaro-smart.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
icaro-smart.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
icaro-smart.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
icaro-smart.php,images/verficha.png,Ver ficha técnica,True
icaro-smart.php,images/2025-08-21_12h27_43.png,ICARO SMART AC A2000 120,True
icaro-smart.php,images/Icaro.png,ICARO SMART AC A2000 120,True
icaro-smart.php,images/logo-white@2x.png,PSI,True
index-estatico.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
index-estatico.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
index-estatico.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
index-estatico.php,images/tg.png,OVERHEAD DOOR,True
index-estatico.php,images/wayne-dayton.png,WAYNE DAYTON,True
index-estatico.php,images/clopay.png,CLOPAY,True
index-estatico.php,images/blue.png,BLUE GIANT,True
index-estatico.php,images/kelley.png,KELLEY,True
index-estatico.php,images/door.png,DOORLOCK,True
index-estatico.php,images/rytec.png,RYTEC,True
index-estatico.php,images/infraca.png,INFRACA,True
index-estatico.php,images/glg-porte-industriali.png,GLG,True
index-estatico.php,images/dockman.png,DOKMAN,True
index-estatico.php,images/lift-master.png,LIFT MASTER,True
index-estatico.php,images/bft.png,BFT,True
index-estatico.php,images/industrial-home.jpg,Industriales,True
index-estatico.php,images/home-comercial.jpg,Comercial,True
index-estatico.php,images/equipos-accesorios-anden-carga.jpeg,Equipos y Accesorios para Anden de Carga,True
index-estatico.php,images/salida-emergencia.png,Puertas peatonales de Salida de Emergencia,True
index-estatico.php,images/PuertasIncendios.jpeg,Puertas peatonales Blindadas,True
index-estatico.php,images/puerta-metalica-hospital.jpg,Puertas peatonales para Hospitales,True
index-estatico.php,images/residencial-2.png,Residenciales,True
index-estatico.php,images/quienes1.jpg,Quienes Somos,True
index-estatico.php,images/logo-white@2x.png,PSI,True
index-resp.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
index-resp.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
index-resp.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
index-resp.php,images/bft.png,,True
index-resp.php,images/blue.png,,True
index-resp.php,images/clopay.png,,True
index-resp.php,images/dockman.png,,True
index-resp.php,images/glg-porte-industriali.png,,True
index-resp.php,images/infraca.png,,True
index-resp.php,images/kelley.png,,True
index-resp.php,images/lift-master.png,,True
index-resp.php,images/tg.png,,True
index-resp.php,images/rytec.png,,True
index-resp.php,images/wayne-dayton.png,,True
index-resp.php,images/door.png,,True
index-resp.php,images/quienes1.jpg,,True
index-resp.php,images/demoresidencial.jpg,,True
index-resp.php,images/demoprod.jpg,,True
index-resp.php,images/proy1.jpg,Puertas seccionales,True
index-resp.php,images/proy2.jpg,Puertas residenciales,True
index-resp.php,images/proy3.jpg,Operadores para puertas corredizas industriales,True
index-resp.php,images/proy4.jpg,Operadores para puertas corredizas residenciales,True
index-resp.php,images/proy5.jpg,Operadores para puertas abatibles,True
index-resp.php,images/proy5.jpg,Operadores para puertas automáticas ascendentes residenciales,True
index-resp.php,images/proy5.jpg,Operadores para puertas ,True
index-resp.php,images/proy6.jpg,Operadores para puertas abatibles,True
index-resp.php,images/proy6.jpg,Operadores para puertas automáticas seccionales y cortinas.,True
index-resp.php,images/proy6.jpg,Cortinas enrollables industriales,True
index-resp.php,images/proy6.jpg,Puertas rápidas industriales,True
index-resp.php,images/proy6.jpg,Puertas de tiras plasticas,True
index-resp.php,images/logo-white@2x.png,PSI,True
index.php,https://puertasyserviciosindustriales.com/images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
index.php,https://puertasyserviciosindustriales.com/images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
index.php,https://puertasyserviciosindustriales.com/images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
index.php,images/UNKNOWN_PHP,UNKNOWN_PHP,True
index.php,images/industrial-home.jpg,Industriales,True
index.php,images/home-comercial.jpg,Comercial,True
index.php,images/equipos-accesorios-anden-carga.jpeg,Equipos y Accesorios para Anden de Carga,True
index.php,images/salida-emergencia.png,Puertas peatonales de Salida de Emergencia,True
index.php,images/PuertasIncendios.jpeg,Puertas peatonales Blindadas,True
index.php,images/puerta-metalica-hospital.jpg,Puertas peatonales para Hospitales,True
index.php,images/residencial-2.png,Residenciales,True
index.php,images/quienes1.jpg,Quienes Somos,True
index.php,https://puertasyserviciosindustriales.com/images/logo-white@2x.png,PSI,True
industrial.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
industrial.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
industrial.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
industrial.php,images/acanalado.jpg,Puertas Seccionales,True
industrial.php,images/cortina.jpg,Operadores para puerta corrediza,True
industrial.php,images/industrial3.jpg,Operadores para puerta abatible,True
industrial.php,images/lift.jpg,Operadores para puertas seccionales y cortinas enrollables,True
industrial.php,images/fire-rated.jpg,Cortinas enrollables,True
industrial.php,images/preda.jpg,Puertas rápidas,True
industrial.php,images/tiras.jpg,Tiras plásticas,True
industrial.php,images/logo-white@2x.png,PSI,True
infraca-quality-doors.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
infraca-quality-doors.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
infraca-quality-doors.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
infraca-quality-doors.php,images/rapida.jpg,RÁPIDA ENROLLABLE INDUSTRIAL,True
infraca-quality-doors.php,images/apilable.jpg,RÁPIDA APILABLE,True
infraca-quality-doors.php,images/logo-white@2x.png,PSI,True
kelley.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
kelley.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
kelley.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
kelley.php,images/rampak.jpg,Rampas de Andén Hidráulicas,True
kelley.php,images/star4.jpg,RETENEDOR DE VEHICULOS STAR4,True
kelley.php,images/logo-white@2x.png,PSI,True
kronos-puertas-rapidas-de-sectores-modulares-autorreparable.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
kronos-puertas-rapidas-de-sectores-modulares-autorreparable.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
kronos-puertas-rapidas-de-sectores-modulares-autorreparable.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
kronos-puertas-rapidas-de-sectores-modulares-autorreparable.php,images/verficha.png,Ver ficha técnica,True
kronos-puertas-rapidas-de-sectores-modulares-autorreparable.php,images/alumina-1.jpg,ALUMINA,True
kronos-puertas-rapidas-de-sectores-modulares-autorreparable.php,images/logo-white@2x.png,PSI,True
lab-4-fotocelulas-de-rayos-infrarrojos.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
lab-4-fotocelulas-de-rayos-infrarrojos.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
lab-4-fotocelulas-de-rayos-infrarrojos.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
lab-4-fotocelulas-de-rayos-infrarrojos.php,images/lin2.jpg,Fotocélulas,True
lab-4-fotocelulas-de-rayos-infrarrojos.php,images/logo-white@2x.png,PSI,True
lab-9-detectores-de-volumen-de-metal-loop.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
lab-9-detectores-de-volumen-de-metal-loop.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
lab-9-detectores-de-volumen-de-metal-loop.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
lab-9-detectores-de-volumen-de-metal-loop.php,images/lazo.jpg,Detector de lazo magnético,True
lab-9-detectores-de-volumen-de-metal-loop.php,images/logo-white@2x.png,PSI,True
labio-de-elevacion-mecanico-dockman.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
labio-de-elevacion-mecanico-dockman.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
labio-de-elevacion-mecanico-dockman.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
labio-de-elevacion-mecanico-dockman.php,images/verficha.png,Ver ficha técnica,True
labio-de-elevacion-mecanico-dockman.php,images/labio.jpg,Labio de elevación mecánico,True
labio-de-elevacion-mecanico-dockman.php,images/minidock.png,Labio de elevación mecánico,True
labio-de-elevacion-mecanico-dockman.php,images/logo-white@2x.png,PSI,True
labio-elevacion-anden-carga.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
labio-elevacion-anden-carga.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
labio-elevacion-anden-carga.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
labio-elevacion-anden-carga.php,images/labio.jpg,Labio de elevación mecánico Dockman,True
labio-elevacion-anden-carga.php,images/logo-white@2x.png,PSI,True
lan-4-sistema-de-teclado-con-combinacion-digital.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
lan-4-sistema-de-teclado-con-combinacion-digital.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
lan-4-sistema-de-teclado-con-combinacion-digital.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
lan-4-sistema-de-teclado-con-combinacion-digital.php,images/lan.jpg,LAN 4 – Teclado con combinación digital,True
lan-4-sistema-de-teclado-con-combinacion-digital.php,images/logo-white@2x.png,PSI,True
lan-7-sistema-de-mando-de-proximidad-de-tarjetas-con-tecnologia-transponder.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
lan-7-sistema-de-mando-de-proximidad-de-tarjetas-con-tecnologia-transponder.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
lan-7-sistema-de-mando-de-proximidad-de-tarjetas-con-tecnologia-transponder.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
lan-7-sistema-de-mando-de-proximidad-de-tarjetas-con-tecnologia-transponder.php,images/lan7.jpg,Entrematic AXR7 ,True
lan-7-sistema-de-mando-de-proximidad-de-tarjetas-con-tecnologia-transponder.php,images/logo-white@2x.png,PSI,True
lift-master-mod-h.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
lift-master-mod-h.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
lift-master-mod-h.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
lift-master-mod-h.php,images/verficha.png,Ver ficha técnica,True
lift-master-mod-h.php,images/lift.jpg,Lift Master Mod H,True
lift-master-mod-h.php,images/logo-white@2x.png,PSI,True
lift-master.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
lift-master.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
lift-master.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
lift-master.php,images/lift.jpg,Lift Master Mod H,True
lift-master.php,images/logo-white@2x.png,PSI,True
liftmaster-modh.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
liftmaster-modh.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
liftmaster-modh.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
liftmaster-modh.php,images/lift.jpg,,True
liftmaster-modh.php,images/logo-white@2x.png,PSI,True
light-communication-system-lcs.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
light-communication-system-lcs.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
light-communication-system-lcs.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
light-communication-system-lcs.php,images/semaforo.jpg,Semáforo,True
light-communication-system-lcs.php,images/logo-white@2x.png,PSI,True
lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,images/verficha.png,Ver ficha técnica,True
lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,images/lux2b.jpg,LUX 2B y Lux GV Piston hidraulico para puerta abatible,True
lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,images/phob.png,LUX 2B y Lux GV Piston hidraulico para puerta abatible,True
lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,images/logo-white@2x.png,PSI,True
luxo-robusto-e-incansable-para-servicios-intensivos-para-hojas-de-hasta-5-m.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
luxo-robusto-e-incansable-para-servicios-intensivos-para-hojas-de-hasta-5-m.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
luxo-robusto-e-incansable-para-servicios-intensivos-para-hojas-de-hasta-5-m.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
luxo-robusto-e-incansable-para-servicios-intensivos-para-hojas-de-hasta-5-m.php,images/ditecc.jpg,"PWR Robusto e incansable, para servicios intensivos, para hojas de hasta 5 mts",True
luxo-robusto-e-incansable-para-servicios-intensivos-para-hojas-de-hasta-5-m.php,images/logo-white@2x.png,PSI,True
magic-fuerza-del-operador.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
magic-fuerza-del-operador.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
magic-fuerza-del-operador.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
magic-fuerza-del-operador.php,images/magic.jpg,,True
magic-fuerza-del-operador.php,images/logo-white@2x.png,PSI,True
marcas.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
marcas.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
marcas.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
marcas.php,images/tg.png,overhead-door,True
marcas.php,images/wayne-dayton.png,wayne-dalton,True
marcas.php,images/clopay.png,clopay,True
marcas.php,images/blue.png,blue-giant,True
marcas.php,images/kelley.png,kelley,True
marcas.php,images/door.png,doorlock,True
marcas.php,images/rytec.png,rytec,True
marcas.php,images/infraca.png,infraca-quality-doors,True
marcas.php,images/glg-porte-industriali.png,glg-porte-industriali,True
marcas.php,images/dockman.png,dockman,True
marcas.php,images/lift-master.png,lift-master,True
marcas.php,images/bft.png,bft,True
marcas.php,images/logo-white@2x.png,PSI,True
marcasv1.php,https://puertasyserviciosindustriales.com/images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
marcasv1.php,https://puertasyserviciosindustriales.com/images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
marcasv1.php,https://puertasyserviciosindustriales.com/images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
marcasv1.php,images/UNKNOWN_PHP,UNKNOWN_PHP,True
marcasv1.php,images/logo-white@2x.png,PSI,True
nosotros.php,https://puertasyserviciosindustriales.com/images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
nosotros.php,https://puertasyserviciosindustriales.com/images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
nosotros.php,https://puertasyserviciosindustriales.com/images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
nosotros.php,images/quienes-int.jpg,Quiénes somos,True
nosotros.php,images/logo-white@2x.png,PSI,True
operador-comercial-rhx.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operador-comercial-rhx.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operador-comercial-rhx.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
operador-comercial-rhx.php,images/verficha.png,Ver ficha técnica,True
operador-comercial-rhx.php,images/rhx-operator.jpg,Cortina serie 630,True
operador-comercial-rhx.php,images/logo-white@2x.png,PSI,True
operador-para-cortina-enrrollable-rsx.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operador-para-cortina-enrrollable-rsx.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operador-para-cortina-enrrollable-rsx.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
operador-para-cortina-enrrollable-rsx.php,images/verficha.png,Ver ficha técnica,True
operador-para-cortina-enrrollable-rsx.php,images/rsx.jpg,Operador para cortina enrrollable RSX,True
operador-para-cortina-enrrollable-rsx.php,images/logo-white@2x.png,PSI,True
operador-para-perfilados-comerciales-jst.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operador-para-perfilados-comerciales-jst.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operador-para-perfilados-comerciales-jst.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
operador-para-perfilados-comerciales-jst.php,images/verficha.png,Ver ficha técnica,True
operador-para-perfilados-comerciales-jst.php,images/rhx.jpg,Operador de puerta comercial RHX ®,True
operador-para-perfilados-comerciales-jst.php,images/logo-white@2x.png,PSI,True
operador-para-perfilados-comerciales-sel.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operador-para-perfilados-comerciales-sel.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operador-para-perfilados-comerciales-sel.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
operador-para-perfilados-comerciales-sel.php,images/verficha.png,Ver ficha técnica,True
operador-para-perfilados-comerciales-sel.php,images/rmx.jpg,Operador de puerta comercial RMX ®,True
operador-para-perfilados-comerciales-sel.php,images/logo-white@2x.png,PSI,True
operadores-para-puerta-abatible.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puerta-abatible.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puerta-abatible.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puerta-abatible.php,images/Access-Pro.jpg,AccessPRO FS1000SPEED,True
operadores-para-puerta-abatible.php,images/phobos-piston.jpg,PHOBOS N Piston Electromecanico,True
operadores-para-puerta-abatible.php,images/lux2b.jpg,LUX 2B y Lux GV Piston hidraulico para puerta abatible,True
operadores-para-puerta-abatible.php,images/p457.jpg,"P4,5-7 Piston Hidraulico para puerta abatible",True
operadores-para-puerta-abatible.php,images/logo-white@2x.png,PSI,True
operadores-para-puerta-corrediza-industrial.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puerta-corrediza-industrial.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puerta-corrediza-industrial.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puerta-corrediza-industrial.php,images/Icaro.png,ICARO SMART AC A2000 120,True
operadores-para-puerta-corrediza-industrial.php,images/door-operator-rhx-1.jpg,Operador de puerta comercial RHX ®,True
operadores-para-puerta-corrediza-industrial.php,images/thumbnail_image005.jpg,Operador de puerta comercial RMX ®,True
operadores-para-puerta-corrediza-industrial.php,images/logo-white@2x.png,PSI,True
operadores-para-puertas-ascendentes.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puertas-ascendentes.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puertas-ascendentes.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puertas-ascendentes.php,images/Access-Pro.jpg,AccessPRO FS1000SPEED,True
operadores-para-puertas-ascendentes.php,images/logo-white@2x.png,PSI,True
operadores-para-puertas-corredizas-residenciales.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puertas-corredizas-residenciales.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puertas-corredizas-residenciales.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puertas-corredizas-residenciales.php,images/Access-Pro.jpg,AccessPRO FS1000SPEED,True
operadores-para-puertas-corredizas-residenciales.php,images/logo-white@2x.png,PSI,True
operadores-para-puertas-de-mostrador-cdo.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puertas-de-mostrador-cdo.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puertas-de-mostrador-cdo.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-para-puertas-de-mostrador-cdo.php,images/verficha.png,Ver ficha técnica,True
operadores-para-puertas-de-mostrador-cdo.php,images/ocx.jpg,Operador de puerta comercial CDX ®,True
operadores-para-puertas-de-mostrador-cdo.php,images/logo-white@2x.png,PSI,True
operadores-puerta-abatible-industrial.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puerta-abatible-industrial.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puerta-abatible-industrial.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puerta-abatible-industrial.php,images/lux2b.jpg,LUX 2B y Lux GV Piston hidraulico para puerta abatible,True
operadores-puerta-abatible-industrial.php,images/p457.jpg,"P4,5-7 Piston Hidraulico para puerta abatible",True
operadores-puerta-abatible-industrial.php,images/logo-white@2x.png,PSI,True
operadores-puerta-abatible.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puerta-abatible.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puerta-abatible.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puerta-abatible.php,images/verficha.png,Ver ficha técnica,True
operadores-puerta-abatible.php,images/access.jpg,AccessPRO FS1000SPEED,True
operadores-puerta-abatible.php,images/silent.jpg,AccessPRO FS1000SPEED,True
operadores-puerta-abatible.php,images/logo-white@2x.png,PSI,True
operadores-puerta-corrediza-residencial.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puerta-corrediza-residencial.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puerta-corrediza-residencial.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puerta-corrediza-residencial.php,images/verficha.png,Ver ficha técnica,True
operadores-puerta-corrediza-residencial.php,images/access.jpg,Operadores para puertas corredizas residenciales,True
operadores-puerta-corrediza-residencial.php,images/silent.jpg,Operadores para puertas corredizas residenciales,True
operadores-puerta-corrediza-residencial.php,images/residencial.jpg,Operadores para puertas corredizas residenciales,True
operadores-puerta-corrediza-residencial.php,images/logo-white@2x.png,PSI,True
operadores-puertas-ascendentes.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puertas-ascendentes.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puertas-ascendentes.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puertas-ascendentes.php,images/verficha.png,Ver ficha técnica,True
operadores-puertas-ascendentes.php,images/access.jpg,AccessPRO FS1000SPEED,True
operadores-puertas-ascendentes.php,images/silent.jpg,Q- Silent Max Eagle 3/4 Hp,True
operadores-puertas-ascendentes.php,images/dod.jpg,DOD ,True
operadores-puertas-ascendentes.php,images/logo-white@2x.png,PSI,True
operadores-puertas-seccionales-cortinas.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puertas-seccionales-cortinas.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puertas-seccionales-cortinas.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
operadores-puertas-seccionales-cortinas.php,images/lift.jpg,Lift Master Mod H,True
operadores-puertas-seccionales-cortinas.php,images/rhx.jpg,Operador comercial RHX,True
operadores-puertas-seccionales-cortinas.php,images/seriex130.jpg,SERIE X130 Motor para cortina oculto,True
operadores-puertas-seccionales-cortinas.php,images/rmx.jpg,Operador de puerta comercial RMX ®,True
operadores-puertas-seccionales-cortinas.php,images/ocx.jpg,Operador de puerta comercial CDX ®,True
operadores-puertas-seccionales-cortinas.php,images/rsx.jpg,Operador para cortina enrrollable RSX,True
operadores-puertas-seccionales-cortinas.php,images/logo-white@2x.png,PSI,True
overhead-door.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
overhead-door.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
overhead-door.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
overhead-door.php,images/Access-Pro.jpg,AccessPRO FS1000SPEED ,True
overhead-door.php,images/rolling-service-door-625-wide.jpg,Cortina serie 625,True
overhead-door.php,images/cortina-aluminio.jpg,Cortina en aluminio serie 511 / 521,True
overhead-door.php,images/foto_puertas_lisa-1.png,Colección Modern Steel™,True
overhead-door.php,images/cortina-620.jpg,Cortina serie 620,True
overhead-door.php,images/sectional-steel-thermacore-door-592.jpg,Puerta seccional de acero Thermacore serie 592,True
overhead-door.php,images/foto_puerta.png,Colección Classic™ – Serie Premium,True
overhead-door.php,images/rolling-service-door-600.jpg,Cortina serie 600,True
overhead-door.php,images/fire-rated-door-630.jpg,Cortina serie 630-631-634-635,True
overhead-door.php,images/rhx-operator.jpg,Operador comercial RHX,True
overhead-door.php,images/logo-white@2x.png,PSI,True
p45-7-piston-hidraulico-para-puerta-abatible.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
p45-7-piston-hidraulico-para-puerta-abatible.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
p45-7-piston-hidraulico-para-puerta-abatible.php,images/logo-black-big@2x.png,PSI | Puertas y Servicios Industriales,True
p45-7-piston-hidraulico-para-puerta-abatible.php,images/verficha.png,Ver ficha técnica,True
p45-7-piston-hidraulico-para-puerta-abatible.php,images/p4.png,"P4,5-7 Piston Hidraulico para puerta abatible",True
p45-7-piston-hidraulico-para-puerta-abatible.php,images/p457.jpg,"P4,5-7 Piston Hidraulico para puerta abatible",True
p45-7-piston-hidraulico-para-puerta-abatible.php,images/logo-white@2x.png,PSI,True
pas-sensores-volumetricos.php,images/logo-white@2x.png,PSI | Puertas y Servicios Industriales,True
