source_type,source_key,entity_group,reason,current_evidence,dependencies,related_human_decision,question_id,notes
media,asset:images/sector.jpg,page:sector-reset.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:sector-reset.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/sector1.jpg,page:sector-reset.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:sector-reset.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/sello.png,page:sellos-de-anden.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:sellos-de-anden.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/sellos-nacionales.png,page:sellos-para-anden.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['CATEGORY_PAGE'],page:sellos-para-anden.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/sellos.jpg,"page:dockman.php,equipos-y-accesorios-para-anden-de-carga.php,sellos-de-anden.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 4 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE', 'PRODUCT_PAGE']","page:dockman.php,equipos-y-accesorios-para-anden-de-carga.php,sellos-de-anden.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/semaforo.jpg,page:light-communication-system-lcs.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:light-communication-system-lcs.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/serie-600.jpg,page:cortina-serie-600.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:cortina-serie-600.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/serie790.jpg,page:cortinas-enrollables-industriales.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['CATEGORY_PAGE'],page:cortinas-enrollables-industriales.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/serie_600.png,page:cortina-serie-600.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:cortina-serie-600.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/serie_790_001.png,page:cortina-serie-790-cw.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:cortina-serie-790-cw.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/seriex130.jpg,"page:bft-resp.php,bft.php,blue-giant.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 5 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE', 'PRODUCT_PAGE']","page:bft-resp.php,bft.php,blue-giant.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/smart.jpg,page:smart-puertas-rapidas-enrollables-de-sectores-intercambiables-con-motor-externo.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:smart-puertas-rapidas-enrollables-de-sectores-intercambiables-con-motor-externo.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/sph.jpg,"page:doorlock.php,puerta-estandar.php,puertas-peatonales-estandar-y-reforzada.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 3 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE', 'PRODUCT_PAGE']","page:doorlock.php,puerta-estandar.php,puertas-peatonales-estandar-y-reforzada.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/splus.jpg,page:sector-puertas-rapidas-enrollables-de-sectores-intercambiables-y-contrapesos.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:sector-puertas-rapidas-enrollables-de-sectores-intercambiables-y-contrapesos.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/sprint.jpg,page:sprint-automatizaciones-para-puertas-peatonales-pequenas-dimensiones.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:sprint-automatizaciones-para-puertas-peatonales-pequenas-dimensiones.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/star100.jpg,"page:comercial.php,star1000-receptor-comercial.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 2 pagina(s) ['CATEGORY_PAGE', 'PRODUCT_PAGE']","page:comercial.php,star1000-receptor-comercial.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/star4.jpg,"page:kelley.php,retenedores-de-vehiculos.php,star4-vehicle-restraint.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 3 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE', 'PRODUCT_PAGE']","page:kelley.php,retenedores-de-vehiculos.php,star4-vehicle-restraint.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/t150.jpg,page:wayne-dalton.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['BRAND_PAGE'],page:wayne-dalton.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/t424.png,page:puerta-seccional-de-acero-sin-aislamiento-424-uso-pesado.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:puerta-seccional-de-acero-sin-aislamiento-424-uso-pesado.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/thermacore-sectional-door-593-wide.jpg,page:puerta-seccional-de-acero-thermacore-595-uso-pesado.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:puerta-seccional-de-acero-thermacore-595-uso-pesado.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/thomp.jpg,"page:puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,puertas-seccionales-de-acero-aisladas-thermospan.php",R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 2 pagina(s) ['PRODUCT_PAGE'],"page:puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,puertas-seccionales-de-acero-aisladas-thermospan.ph",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/thumbnail_image005.jpg,page:operadores-para-puerta-corrediza-industrial.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['CATEGORY_PAGE'],page:operadores-para-puerta-corrediza-industrial.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/tpr.jpg,page:retenedores-de-vehiculos-automatico.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:retenedores-de-vehiculos-automatico.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/traffic.jpg,page:traffic.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:traffic.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/upper.jpg,"page:comercial.php,upper-up8e-barreras-automaticas-de-hasta-8-m.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 2 pagina(s) ['CATEGORY_PAGE', 'PRODUCT_PAGE']","page:comercial.php,upper-up8e-barreras-automaticas-de-hasta-8-m.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/vista_sello.png,page:sellos-de-anden.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:sellos-de-anden.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/windload-thermacore-525-wide.jpg,"page:puertas-seccionales-de-acero-thermacore-598-uso-liviano.php,puertas-seccionales-industriales.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 2 pagina(s) ['CATEGORY_PAGE', 'PRODUCT_PAGE']","page:puertas-seccionales-de-acero-thermacore-598-uso-liviano.php,puertas-seccionales-industriales.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/x130.png,page:serie-x130-motor-para-cortina-oculto.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:serie-x130-motor-para-cortina-oculto.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/xel5.jpg,page:xel-5-selector-de-llave.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:xel-5-selector-de-llave.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/zen.jpg,page:gol-transmisores-de-cuatro-canales.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:gol-transmisores-de-cuatro-canales.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/zip.jpg,page:glg-porte-industriali.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['BRAND_PAGE'],page:glg-porte-industriali.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
page,php:1500-revolving-door.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:accesorios.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:27|138,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:accesspro-fs1000speed.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:1|109|110|114,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:automatismos-para-cancelas-cubic.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:barreras-estacionamiento-moovi50rm.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:44|123|125|135,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:bft-resp.php,BRAND_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=BRAND_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:bft.php,BRAND_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=BRAND_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:bix-al-antena-externa-433-mhz.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:blindadas.php,CATEGORY_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=CATEGORY_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:blue-giant.php,BRAND_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=BRAND_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:centros-comerciales.php,CATEGORY_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=CATEGORY_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:clopay.php,BRAND_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=BRAND_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:coleccion-classic.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:9|108,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:coleccion-modern-steel.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:6|16|20|107,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:com-programadores-digitales-y-rotativos.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:comercial.php,CATEGORY_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=CATEGORY_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:contra-exposion.php,CATEGORY_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=CATEGORY_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:contra-incendio.php,CATEGORY_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=CATEGORY_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:cortina-de-seguridad-670.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:97,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:cortina-de-seguridad-671.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:98,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:cortina-en-aluminio-serie-511-521.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:5|88,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:cortina-europea.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:55|90|137,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:cortina-plana.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:54|89|136,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:cortina-serie-600.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:10|93|127,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:cortina-serie-610.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:95,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:cortina-serie-620.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:7|91,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:cortina-serie-625.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:4|87,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:cortina-serie-630.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:11|94,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:cortina-serie-790-cw.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:92,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:cortinas-enrollables-industriales.php,CATEGORY_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=CATEGORY_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:cortinas-ventiladas-685.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:96|128,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:cross-3e.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:detector-de-masas-max-eagle.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:ditec-neos-y-neos.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:dockman.php,BRAND_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=BRAND_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:dod-automatizacion-compacto-y-potente-para-portones-seccionales-correderos-y-enrollables.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:doorlock.php,BRAND_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=BRAND_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:dura-glide-20003000-puerta.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:energy-series-with-intellicore-37171-3-4.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:2|17,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:energy-series-with-intellicore-3720-3724-3722.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:19|61,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:equipos-y-accesorios-para-anden-de-carga.php,CATEGORY_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=CATEGORY_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:estacionamientos.php,CATEGORY_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=CATEGORY_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:fast-seal-high-performance-door.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:36|101,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:fire-rated-doors-firestar-models-700-700c.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:13|99,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:fotoceldas.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:fraccionamientos-y-condominios.php,CATEGORY_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=CATEGORY_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:glg-porte-industriali.php,BRAND_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=BRAND_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:gol-transmisores-de-cuatro-canales.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:icaro-smart.php,PRODUCT_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=PRODUCT_PAGE; preserve_url=YES; conf=STRONG_INFERENCE,product:49|76|124|126,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:industrial.php,CATEGORY_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=CATEGORY_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:infraca-quality-doors.php,BRAND_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=BRAND_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
page,php:kelley.php,BRAND_PAGE,R07_SOURCE_OWNERSHIP_UNDEFINED,classification=BRAND_PAGE; preserve_url=YES; conf=CONFIRMED,,H3-D02c-PAGE-OWNERSHIP,Q01,"Reexpresa una entidad ya enumerada; regla R-G01 es MEDIUM, no implementada."
