product_id,product_name,php,name_exact,name_similarity,shared_image_hashes,shared_pdf_hashes,description_overlap,description_shingles,score,template
50,Puertas Industriales DOCKMAN,puertas-industriales-dockman.php,True,1.0,1,1,1.0,127,15,detalle-estatico
50,Puertas Industriales DOCKMAN,puertas-seccionales-industriales.php,False,0.667,1,0,0.0,127,4.333,listado-estatico
50,Puertas Industriales DOCKMAN,dockman.php,False,0.4,1,0,0.0,127,3.8,listado-marca
50,Puertas Industriales DOCKMAN,puertas-rapidas.php,False,0.714,0,0,0.0,127,1.429,listado-estatico
50,Puertas Industriales DOCKMAN,puertas-residenciales.php,False,0.612,0,0,0.0,127,1.224,detalle-estatico
51,Labio de elevaciÃ³n mecÃ¡nico,labio-de-elevacion-mecanico-dockman.php,True,1.0,2,1,1.0,69,18,detalle-estatico
51,Labio de elevaciÃ³n mecÃ¡nico,labio-elevacion-anden-carga.php,False,0.8,1,0,0.0,69,4.6,listado-estatico
51,Labio de elevaciÃ³n mecÃ¡nico,equipos-y-accesorios-para-anden-de-carga.php,False,0.341,1,0,0.0,69,3.683,listado-estatico
51,Labio de elevaciÃ³n mecÃ¡nico,dockman.php,False,0.294,1,0,0.0,69,3.588,listado-marca
52,Sellos de AndÃ©n,sellos-de-anden.php,True,1.0,3,1,1.0,374,18,detalle-estatico
52,Sellos de AndÃ©n,sellos-para-anden.php,False,0.812,1,0,0.0,374,4.625,listado-estatico
52,Sellos de AndÃ©n,equipos-y-accesorios-para-anden-de-carga.php,False,0.4,1,0,0.0,374,3.8,listado-estatico
52,Sellos de AndÃ©n,dockman.php,False,0.273,1,0,0.0,374,3.545,listado-marca
53,Rampas de AndÃ©n HidrÃ¡ulicas,rampas-de-anden-hidraulicas.php,True,1.0,0,1,1.0,119,12,detalle-estatico
53,Rampas de AndÃ©n HidrÃ¡ulicas,rampas-de-anden-hidraulicas-kelley.php,True,1.0,0,0,0.0,119,5,detalle-estatico
53,Rampas de AndÃ©n HidrÃ¡ulicas,rampa-niveladora.php,False,0.419,1,0,0.0,119,3.837,listado-estatico
53,Rampas de AndÃ©n HidrÃ¡ulicas,rampas-de-anden-mecanicas.php,False,0.808,0,0,0.496,119,3.615,detalle-estatico
53,Rampas de AndÃ©n HidrÃ¡ulicas,dockman.php,False,0.176,1,0,0.0,119,3.353,listado-marca
54,Cortina Plana,cortina-plana.php,True,1.0,3,1,0.975,79,18,detalle-estatico
54,Cortina Plana,puertas-residenciales.php,False,0.353,2,0,0.0,79,6.706,detalle-estatico
54,Cortina Plana,cortinas-enrollables-industriales.php,False,0.606,1,0,0.0,79,4.212,listado-estatico
54,Cortina Plana,centros-comerciales.php,False,0.375,1,0,0.0,79,3.75,listado-estatico
54,Cortina Plana,industrial.php,False,0.348,1,0,0.0,79,3.696,listado-estatico
55,Cortina Europea,cortina-europea.php,True,1.0,3,1,1.0,68,18,detalle-estatico
55,Cortina Europea,cortinas-enrollables-industriales.php,False,0.686,1,0,0.0,68,4.371,listado-estatico
55,Cortina Europea,centros-comerciales.php,False,0.353,1,0,0.0,68,3.706,listado-estatico
55,Cortina Europea,dockman.php,False,0.182,1,0,0.0,68,3.364,listado-marca
55,Cortina Europea,cortina-plana.php,False,0.714,0,0,0.0,68,1.429,detalle-estatico
56,Rampas de AndÃ©n MecÃ¡nicas,rampas-de-anden-mecanicas.php,True,1.0,1,1,1.0,108,15,detalle-estatico
56,Rampas de AndÃ©n MecÃ¡nicas,rampa-niveladora.php,False,0.439,1,0,0.0,108,3.878,listado-estatico
56,Rampas de AndÃ©n MecÃ¡nicas,rampas-de-anden-hidraulicas.php,False,0.808,0,0,0.546,108,3.615,detalle-estatico
56,Rampas de AndÃ©n MecÃ¡nicas,dockman.php,False,0.188,1,0,0.0,108,3.375,listado-marca
56,Rampas de AndÃ©n MecÃ¡nicas,rampas-de-anden-hidraulicas-kelley.php,False,0.808,0,0,0.0,108,1.615,detalle-estatico
57,Puertas Seccionales de Acero Aisladas ThermospanÂ® Modelo 150,puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,True,1.0,0,1,0.973,552,12,detalle-estatico
57,Puertas Seccionales de Acero Aisladas ThermospanÂ® Modelo 150,puertas-seccionales-de-acero-aisladas-thermospan.php,True,1.0,0,1,0.973,552,12,detalle-estatico
57,Puertas Seccionales de Acero Aisladas ThermospanÂ® Modelo 150,puertas-seccionales-industriales.php,False,0.505,1,0,0.007,552,4.011,listado-estatico
57,Puertas Seccionales de Acero Aisladas ThermospanÂ® Modelo 150,index-resp.php,False,0.145,1,0,0.0,552,3.29,inicio
57,Puertas Seccionales de Acero Aisladas ThermospanÂ® Modelo 150,puertas-seccionales-de-acero-modelo-2415.php,False,0.768,0,0,0.007,552,1.535,detalle-estatico
58,"Puertas de acero acanalado modelos 524, 524V, 524S",puerta-de-acero-acanalado-modelos-524.php,True,1.0,1,1,0.939,478,15,detalle-estatico
58,"Puertas de acero acanalado modelos 524, 524V, 524S",puerta-de-acero-acanalado.php,False,0.703,0,0,0.937,478,5.405,detalle-estatico
58,"Puertas de acero acanalado modelos 524, 524V, 524S",puertas-seccionales-industriales.php,False,0.478,1,0,0.0,478,3.955,listado-estatico
58,"Puertas de acero acanalado modelos 524, 524V, 524S",puertas-seccionales-de-acero-modelo-2415.php,False,0.614,0,0,0.0,478,1.227,detalle-estatico
59,Puertas Industriales DOCKMAN,puertas-industriales-dockman.php,True,1.0,1,1,1.0,127,15,detalle-estatico
59,Puertas Industriales DOCKMAN,puertas-seccionales-industriales.php,False,0.667,1,0,0.0,127,4.333,listado-estatico
59,Puertas Industriales DOCKMAN,dockman.php,False,0.4,1,0,0.0,127,3.8,listado-marca
59,Puertas Industriales DOCKMAN,puertas-rapidas.php,False,0.714,0,0,0.0,127,1.429,listado-estatico
59,Puertas Industriales DOCKMAN,puertas-residenciales.php,False,0.612,0,0,0.0,127,1.224,detalle-estatico
60,Puertas seccionales de acero modelo 2415,puertas-seccionales-de-acero-modelo-2415.php,True,1.0,1,1,0.932,206,15,detalle-estatico
60,Puertas seccionales de acero modelo 2415,wayne-dalton.php,False,0.154,1,0,0.01,206,3.308,listado-marca
60,Puertas seccionales de acero modelo 2415,puertas-seccionales-de-acero-perfiles-426.php,False,0.815,0,0,0.0,206,1.63,detalle-estatico
60,Puertas seccionales de acero modelo 2415,puertas-seccionales-de-acero-thermacore-598-uso-liviano.php,False,0.8,0,0,0.0,206,1.6,detalle-estatico
60,Puertas seccionales de acero modelo 2415,puerta-seccional-de-acero-perfiles-418.php,False,0.795,0,0,0.0,206,1.59,detalle-estatico
61,Energy Series With INTELLICOREÂ® 3720 /3724 / 3722,energy-series-with-intellicore-3720-3724-3722.php,True,1.0,1,1,1.0,253,15,detalle-estatico
61,Energy Series With INTELLICOREÂ® 3720 /3724 / 3722,puertas-seccionales-industriales.php,False,0.338,1,0,0.0,253,3.675,listado-estatico
61,Energy Series With INTELLICOREÂ® 3720 /3724 / 3722,energy-series-with-intellicore-37171-3-4.php,False,0.891,0,0,0.217,253,1.782,detalle-estatico
61,Energy Series With INTELLICOREÂ® 3720 /3724 / 3722,puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,False,0.346,0,0,0.241,253,0.692,detalle-estatico
61,Energy Series With INTELLICOREÂ® 3720 /3724 / 3722,puertas-seccionales-de-acero-aisladas-thermospan.php,False,0.346,0,0,0.241,253,0.692,detalle-estatico
62,Puerta seccional de acero Thermacore serie 592,puerta-seccional-de-acero-thermacore-serie-592.php,True,1.0,1,1,1.0,283,15,detalle-estatico
62,Puerta seccional de acero Thermacore serie 592,puertas-seccionales-industriales.php,False,0.564,1,0,0.0,283,4.128,listado-estatico
62,Puerta seccional de acero Thermacore serie 592,overhead-door.php,False,0.271,1,0,0.0,283,3.542,listado-marca
62,Puerta seccional de acero Thermacore serie 592,puertas-seccionales-de-acero-thermacore-598-uso-liviano.php,False,0.907,0,0,0.0,283,1.814,detalle-estatico
62,Puerta seccional de acero Thermacore serie 592,puerta-seccional-de-acero-thermacore-593-uso-medio.php,False,0.812,0,0,0.0,283,1.625,detalle-estatico
63,Puerta seccional de acero sin aislamiento 416 (uso muy pesado),puerta-seccional-de-acero-sin-aislamiento-416-uso-muy-pesado.php,True,1.0,0,0,1.0,245,9,detalle-estatico
63,Puerta seccional de acero sin aislamiento 416 (uso muy pesado),puertas-seccionales-industriales.php,False,0.5,1,0,0.0,245,4.0,listado-estatico
63,Puerta seccional de acero sin aislamiento 416 (uso muy pesado),puerta-seccional-de-acero-sin-aislamiento-424-uso-pesado.php,False,0.931,0,0,0.637,245,3.862,detalle-estatico
63,Puerta seccional de acero sin aislamiento 416 (uso muy pesado),puertas-seccionales-de-acero-sin-aislamiento-420-uso-pesado.php,False,0.908,0,0,0.469,245,3.815,detalle-estatico
63,Puerta seccional de acero sin aislamiento 416 (uso muy pesado),puert-seccional-de-acero-sin-aislamiento-430-uso-medio.php,False,0.904,0,0,0.486,245,3.809,detalle-estatico
64,Puertas seccionales de acero sin aislamiento 420(uso pesado),puertas-seccionales-de-acero-sin-aislamiento-420-uso-pesado.php,True,1.0,1,1,1.0,264,15,detalle-estatico
64,Puertas seccionales de acero sin aislamiento 420(uso pesado),puertas-seccionales-industriales.php,False,0.571,1,0,0.0,264,4.143,listado-estatico
64,Puertas seccionales de acero sin aislamiento 420(uso pesado),puerta-seccional-de-acero-sin-aislamiento-424-uso-pesado.php,False,0.957,0,0,0.697,264,3.913,detalle-estatico
64,Puertas seccionales de acero sin aislamiento 420(uso pesado),puerta-seccional-de-acero-sin-aislamiento-416-uso-muy-pesado.php,False,0.934,0,0,0.436,264,3.869,detalle-estatico
64,Puertas seccionales de acero sin aislamiento 420(uso pesado),puerta-seccionabl-acero-perfiles-422-uso-pesado.php,False,0.793,0,0,0.47,264,3.586,detalle-estatico
65,Puerta seccional de acero sin aislamiento 424 (uso pesado),puerta-seccional-de-acero-sin-aislamiento-424-uso-pesado.php,True,1.0,1,1,1.0,287,15,detalle-estatico
65,Puerta seccional de acero sin aislamiento 424 (uso pesado),puert-seccional-de-acero-sin-aislamiento-430-uso-medio.php,False,0.919,0,1,0.436,287,6.838,detalle-estatico
65,Puerta seccional de acero sin aislamiento 424 (uso pesado),puertas-seccionales-industriales.php,False,0.523,1,0,0.017,287,4.045,listado-estatico
65,Puerta seccional de acero sin aislamiento 424 (uso pesado),puertas-seccionales-de-acero-sin-aislamiento-420-uso-pesado.php,False,0.957,0,0,0.641,287,3.913,detalle-estatico
65,Puerta seccional de acero sin aislamiento 424 (uso pesado),puerta-seccional-de-acero-sin-aislamiento-416-uso-muy-pesado.php,False,0.931,0,0,0.544,287,3.862,detalle-estatico
66,Puerta seccional de acero sin aislamiento 430 (uso medio),puert-seccional-de-acero-sin-aislamiento-430-uso-medio.php,True,1.0,1,1,1.0,272,15,detalle-estatico
66,Puerta seccional de acero sin aislamiento 430 (uso medio),puerta-seccional-de-acero-sin-aislamiento-424-uso-pesado.php,False,0.919,0,1,0.46,272,6.838,detalle-estatico
66,Puerta seccional de acero sin aislamiento 430 (uso medio),puertas-seccionales-industriales.php,False,0.506,1,0,0.0,272,4.011,listado-estatico
66,Puerta seccional de acero sin aislamiento 430 (uso medio),puerta-seccional-de-acero-sin-aislamiento-416-uso-muy-pesado.php,False,0.904,0,0,0.438,272,3.809,detalle-estatico
66,Puerta seccional de acero sin aislamiento 430 (uso medio),puerta-seccional-de-acero-perfiles-432-uso-medio.php,False,0.777,0,0,0.5,272,3.553,detalle-estatico
67,Puertas seccionales de aluminio 521,puertas-seccionales-de-aluminio-521.php,True,1.0,1,1,1.0,164,15,detalle-estatico
67,Puertas seccionales de aluminio 521,puertas-seccionales-industriales.php,False,0.704,1,0,0.0,164,4.407,listado-estatico
67,Puertas seccionales de aluminio 521,puerta-seccional-de-acero-perfiles-418.php,False,0.896,0,0,0.122,164,1.791,detalle-estatico
67,Puertas seccionales de aluminio 521,puertas-seccionales-de-acero-modelo-2415.php,False,0.72,0,0,0.0,164,1.44,detalle-estatico
67,Puertas seccionales de aluminio 521,puertas-seccionales-de-acero-perfiles-426.php,False,0.711,0,0,0.128,164,1.421,detalle-estatico
68,Puerta seccional de acero perfiles 418,puerta-seccional-de-acero-perfiles-418.php,True,1.0,1,1,1.0,240,15,detalle-estatico
68,Puerta seccional de acero perfiles 418,puerta-seccionabl-acero-perfiles-422-uso-pesado.php,False,0.8,0,1,0.421,240,6.6,detalle-estatico
68,Puerta seccional de acero perfiles 418,puertas-seccionales-industriales.php,False,0.632,1,0,0.0,240,4.263,listado-estatico
68,Puerta seccional de acero perfiles 418,puertas-seccionales-de-acero-perfiles-426.php,False,0.911,0,0,0.421,240,3.823,detalle-estatico
68,Puerta seccional de acero perfiles 418,puerta-seccional-de-acero-perfiles-432-uso-medio.php,False,0.837,0,0,0.421,240,3.674,detalle-estatico
69,Puerta seccionable acero perfiles 422 (uso pesado),puerta-seccionabl-acero-perfiles-422-uso-pesado.php,True,1.0,1,1,1.0,307,15,detalle-estatico
69,Puerta seccionable acero perfiles 422 (uso pesado),puertas-seccionales-de-acero-perfiles-426.php,False,0.787,0,0,0.883,307,5.573,detalle-estatico
69,Puerta seccionable acero perfiles 422 (uso pesado),puerta-seccional-de-acero-perfiles-418.php,False,0.791,0,1,0.329,307,4.581,detalle-estatico
69,Puerta seccionable acero perfiles 422 (uso pesado),puertas-seccionales-industriales.php,False,0.575,1,0,0.0,307,4.15,listado-estatico
69,Puerta seccionable acero perfiles 422 (uso pesado),puerta-seccional-de-acero-perfiles-432-uso-medio.php,False,0.896,0,0,0.564,307,3.792,detalle-estatico
70,Puertas seccionales de acero perfiles 426,puertas-seccionales-de-acero-perfiles-426.php,True,1.0,1,1,1.0,309,15,detalle-estatico
70,Puertas seccionales de acero perfiles 426,puerta-seccional-de-acero-perfiles-432-uso-medio.php,False,0.87,0,1,0.56,309,6.739,detalle-estatico
70,Puertas seccionales de acero perfiles 426,puerta-seccionabl-acero-perfiles-422-uso-pesado.php,False,0.86,0,0,0.877,309,5.72,detalle-estatico
70,Puertas seccionales de acero perfiles 426,puertas-seccionales-industriales.php,False,0.685,1,0,0.0,309,4.37,listado-estatico
70,Puertas seccionales de acero perfiles 426,puerta-seccional-de-acero-sin-aislamiento-424-uso-pesado.php,False,0.619,0,0,0.456,309,3.237,detalle-estatico
71,Puerta seccional de acero perfiles 432 (uso medio),puerta-seccional-de-acero-perfiles-432-uso-medio.php,True,1.0,1,1,1.0,246,15,detalle-estatico
71,Puerta seccional de acero perfiles 432 (uso medio),puertas-seccionales-de-acero-perfiles-426.php,False,0.831,0,1,0.703,246,6.663,detalle-estatico
71,Puerta seccional de acero perfiles 432 (uso medio),puertas-seccionales-industriales.php,False,0.55,1,0,0.0,246,4.1,listado-estatico
71,Puerta seccional de acero perfiles 432 (uso medio),puerta-seccionabl-acero-perfiles-422-uso-pesado.php,False,0.9,0,0,0.703,246,3.8,detalle-estatico
71,Puerta seccional de acero perfiles 432 (uso medio),puerta-seccional-de-acero-perfiles-418.php,False,0.837,0,0,0.411,246,3.674,detalle-estatico
72,Puerta seccional de acero Thermacore 593 (uso medio),puerta-seccional-de-acero-thermacore-593-uso-medio.php,True,1.0,1,1,1.0,125,15,detalle-estatico
72,Puerta seccional de acero Thermacore 593 (uso medio),puerta-seccional-de-acero-thermacore-594-uso-medio.php,False,0.98,0,1,0.536,125,6.96,detalle-estatico
72,Puerta seccional de acero Thermacore 593 (uso medio),puertas-seccionales-industriales.php,False,0.522,1,0,0.0,125,4.043,listado-estatico
72,Puerta seccional de acero Thermacore 593 (uso medio),puerta-seccional-de-acero-thermacore-595-uso-pesado.php,False,0.931,0,0,0.232,125,1.861,detalle-estatico
72,Puerta seccional de acero Thermacore 593 (uso medio),puerta-seccional-de-acero-thermacore-599-uso-muy-pesado.php,False,0.914,0,0,0.184,125,1.829,detalle-estatico
73,Puerta seccional de acero Thermacore 594 (uso medio),puerta-seccional-de-acero-thermacore-594-uso-medio.php,True,1.0,1,1,1.0,94,15,detalle-estatico
73,Puerta seccional de acero Thermacore 594 (uso medio),puerta-seccional-de-acero-thermacore-593-uso-medio.php,False,0.98,0,1,0.713,94,6.96,detalle-estatico
73,Puerta seccional de acero Thermacore 594 (uso medio),puertas-seccionales-industriales.php,False,0.522,1,0,0.0,94,4.043,listado-estatico
73,Puerta seccional de acero Thermacore 594 (uso medio),puerta-seccional-de-acero-thermacore-595-uso-pesado.php,False,0.931,0,0,0.309,94,1.861,detalle-estatico
73,Puerta seccional de acero Thermacore 594 (uso medio),puerta-seccional-de-acero-thermacore-599-uso-muy-pesado.php,False,0.914,0,0,0.245,94,1.829,detalle-estatico
74,Puerta seccional de acero thermacore 525 (uso liviano),puertas-seccionales-de-acero-thermacore-598-uso-liviano.php,True,1.0,1,0,1.0,63,12,detalle-estatico
74,Puerta seccional de acero thermacore 525 (uso liviano),puertas-seccionales-industriales.php,False,0.524,1,0,0.0,63,4.048,listado-estatico
74,Puerta seccional de acero thermacore 525 (uso liviano),puerta-seccional-de-acero-thermacore-595-uso-pesado.php,False,0.893,0,0,0.063,63,1.786,detalle-estatico
74,Puerta seccional de acero thermacore 525 (uso liviano),puerta-seccional-de-acero-thermacore-593-uso-medio.php,False,0.882,0,0,0.095,63,1.765,detalle-estatico
74,Puerta seccional de acero thermacore 525 (uso liviano),puerta-seccional-de-acero-thermacore-594-uso-medio.php,False,0.882,0,0,0.095,63,1.765,detalle-estatico
75,Puerta seccional de acero Thermacore 599 (uso muy pesado),puerta-seccional-de-acero-thermacore-599-uso-muy-pesado.php,True,1.0,1,0,1.0,270,12,detalle-estatico
75,Puerta seccional de acero Thermacore 599 (uso muy pesado),puertas-seccionales-industriales.php,False,0.506,1,0,0.0,270,4.011,listado-estatico
75,Puerta seccional de acero Thermacore 599 (uso muy pesado),puerta-seccional-de-acero-thermacore-595-uso-pesado.php,False,0.943,0,0,0.178,270,1.887,detalle-estatico
75,Puerta seccional de acero Thermacore 599 (uso muy pesado),puerta-seccional-de-acero-thermacore-593-uso-medio.php,False,0.914,0,0,0.085,270,1.829,detalle-estatico
75,Puerta seccional de acero Thermacore 599 (uso muy pesado),puerta-seccional-de-acero-thermacore-594-uso-medio.php,False,0.914,0,0,0.085,270,1.829,detalle-estatico
76,ICARO SMART AC A2000 120,icaro-smart.php,True,1.0,1,1,1.0,51,15,detalle-estatico
76,ICARO SMART AC A2000 120,puertas-rapidas-enrollables.php,True,1.0,0,0,0.0,51,5,detalle-estatico
76,ICARO SMART AC A2000 120,operadores-para-puerta-corrediza-industrial.php,False,0.269,1,0,0.0,51,3.537,listado-estatico
76,ICARO SMART AC A2000 120,lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,False,0.256,0,1,0.0,51,3.513,detalle-estatico
76,ICARO SMART AC A2000 120,estacionamientos.php,False,0.25,1,0,0.0,51,3.5,listado-estatico
77,Operador de puerta comercial RHX Â®,operador-para-perfilados-comerciales-jst.php,True,1.0,0,1,0.99,510,12,detalle-estatico
77,Operador de puerta comercial RHX Â®,operadores-para-puerta-corrediza-industrial.php,False,0.688,1,0,0.0,510,4.375,listado-estatico
77,Operador de puerta comercial RHX Â®,operador-para-perfilados-comerciales-sel.php,False,0.969,0,0,0.106,510,1.938,detalle-estatico
77,Operador de puerta comercial RHX Â®,operadores-para-puertas-de-mostrador-cdo.php,False,0.938,0,0,0.0,510,1.875,detalle-estatico
77,Operador de puerta comercial RHX Â®,operador-comercial-rhx.php,False,0.815,0,0,0.133,510,1.63,detalle-estatico
78,Operador de puerta comercial RMX Â®,operador-para-perfilados-comerciales-sel.php,True,1.0,0,1,1.0,460,12,detalle-estatico
78,Operador de puerta comercial RMX Â®,operadores-para-puerta-corrediza-industrial.php,False,0.688,1,0,0.0,460,4.375,listado-estatico
78,Operador de puerta comercial RMX Â®,operador-para-perfilados-comerciales-jst.php,False,0.969,0,0,0.117,460,1.938,detalle-estatico
78,Operador de puerta comercial RMX Â®,operadores-para-puertas-de-mostrador-cdo.php,False,0.938,0,0,0.072,460,1.875,detalle-estatico
78,Operador de puerta comercial RMX Â®,operador-comercial-rhx.php,False,0.778,0,0,0.033,460,1.556,detalle-estatico
79,LUX 2B y Lux GV Piston hidraulico para puerta abatible,lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,True,1.0,1,1,1.0,6,11,detalle-estatico
79,LUX 2B y Lux GV Piston hidraulico para puerta abatible,puertas-rapidas-enrollables.php,True,1.0,0,0,0.0,6,5,detalle-estatico
79,LUX 2B y Lux GV Piston hidraulico para puerta abatible,operadores-para-puerta-abatible.php,False,0.588,1,0,0.0,6,4.176,listado-estatico
79,LUX 2B y Lux GV Piston hidraulico para puerta abatible,operadores-puerta-abatible-industrial.php,False,0.588,1,0,0.0,6,4.176,listado-estatico
79,LUX 2B y Lux GV Piston hidraulico para puerta abatible,icaro-smart.php,False,0.256,0,1,0.0,6,3.513,detalle-estatico
80,"P4,5-7 Piston Hidraulico para puerta abatible",p45-7-piston-hidraulico-para-puerta-abatible.php,True,1.0,1,1,1.0,34,15,detalle-estatico
80,"P4,5-7 Piston Hidraulico para puerta abatible",puertas-rapidas-enrollables.php,True,1.0,0,0,0.0,34,5,detalle-estatico
80,"P4,5-7 Piston Hidraulico para puerta abatible",icaro-smart.php,False,0.29,0,0,0.971,34,4.58,detalle-estatico
80,"P4,5-7 Piston Hidraulico para puerta abatible",operadores-para-puerta-abatible.php,False,0.658,1,0,0.0,34,4.316,listado-estatico
80,"P4,5-7 Piston Hidraulico para puerta abatible",operadores-puerta-abatible-industrial.php,False,0.658,1,0,0.0,34,4.316,listado-estatico
81,Lift Master Mod H,lift-master-mod-h.php,True,1.0,1,1,1.0,616,15,detalle-estatico
81,Lift Master Mod H,liftmaster-modh.php,True,1.0,1,0,1.0,616,12,detalle-estatico
81,Lift Master Mod H,lift-master.php,False,0.786,1,0,0.0,616,4.571,listado-marca
81,Lift Master Mod H,industrial.php,False,0.385,1,0,0.0,616,3.769,listado-estatico
81,Lift Master Mod H,operadores-puertas-seccionales-cortinas.php,False,0.187,1,0,0.0,616,3.373,listado-estatico
82,Operador comercial RHX,operador-comercial-rhx.php,True,1.0,0,1,1.0,592,12,detalle-estatico
82,Operador comercial RHX,operador-para-perfilados-comerciales-jst.php,False,0.815,1,0,0.115,592,4.63,detalle-estatico
82,Operador comercial RHX,operadores-puertas-seccionales-cortinas.php,False,0.459,1,0,0.0,592,3.918,listado-estatico
82,Operador comercial RHX,operador-para-perfilados-comerciales-sel.php,False,0.778,0,0,0.025,592,1.556,detalle-estatico
82,Operador comercial RHX,operadores-para-puertas-de-mostrador-cdo.php,False,0.741,0,0,0.003,592,1.481,detalle-estatico
83,SERIE X130 Motor para cortina oculto,serie-x130-motor-para-cortina-oculto.php,True,1.0,1,1,1.0,10,11,detalle-estatico
83,SERIE X130 Motor para cortina oculto,cortinas-enrollables-industriales.php,True,1.0,0,0,0.0,10,5,listado-estatico
83,SERIE X130 Motor para cortina oculto,operadores-puertas-seccionales-cortinas.php,False,0.426,1,0,0.0,10,3.851,listado-estatico
83,SERIE X130 Motor para cortina oculto,bft-resp.php,False,0.267,1,0,0.0,10,3.533,listado-estatico
83,SERIE X130 Motor para cortina oculto,blue-giant.php,False,0.267,1,0,0.0,10,3.533,listado-marca
84,Operador de puerta comercial RMX Â®,operador-para-perfilados-comerciales-sel.php,True,1.0,1,1,1.0,460,15,detalle-estatico
84,Operador de puerta comercial RMX Â®,operadores-puertas-seccionales-cortinas.php,False,0.62,1,0,0.0,460,4.239,listado-estatico
84,Operador de puerta comercial RMX Â®,operador-para-perfilados-comerciales-jst.php,False,0.969,0,0,0.117,460,1.938,detalle-estatico
84,Operador de puerta comercial RMX Â®,operadores-para-puertas-de-mostrador-cdo.php,False,0.938,0,0,0.072,460,1.875,detalle-estatico
84,Operador de puerta comercial RMX Â®,operador-comercial-rhx.php,False,0.778,0,0,0.033,460,1.556,detalle-estatico
85,Operador de puerta comercial CDX Â®,operadores-para-puertas-de-mostrador-cdo.php,True,1.0,1,1,1.0,314,15,detalle-estatico
85,Operador de puerta comercial CDX Â®,operadores-puertas-seccionales-cortinas.php,False,0.62,1,0,0.0,314,4.239,listado-estatico
85,Operador de puerta comercial CDX Â®,operador-para-perfilados-comerciales-jst.php,False,0.938,0,0,0.0,314,1.875,detalle-estatico
85,Operador de puerta comercial CDX Â®,operador-para-perfilados-comerciales-sel.php,False,0.938,0,0,0.105,314,1.875,detalle-estatico
85,Operador de puerta comercial CDX Â®,operador-comercial-rhx.php,False,0.741,0,0,0.006,314,1.481,detalle-estatico
86,Operador para cortina enrrollable RSX,operador-para-cortina-enrrollable-rsx.php,True,1.0,1,1,0.986,647,15,detalle-estatico
86,Operador para cortina enrrollable RSX,operadores-puertas-seccionales-cortinas.php,False,0.695,1,0,0.0,647,4.389,listado-estatico
86,Operador para cortina enrrollable RSX,cortinas-enrollables-industriales.php,False,0.667,0,0,0.0,647,1.333,listado-estatico
86,Operador para cortina enrrollable RSX,puertas-rapidas-enrollables.php,False,0.656,0,0,0.0,647,1.312,detalle-estatico
86,Operador para cortina enrrollable RSX,operadores-para-puerta-abatible.php,False,0.647,0,0,0.0,647,1.294,listado-estatico
87,Cortina serie 625,cortina-serie-625.php,True,1.0,1,1,0.93,100,15,detalle-estatico
87,Cortina serie 625,cortinas-enrollables-industriales.php,False,0.486,1,0,0.0,100,3.973,listado-estatico
87,Cortina serie 625,overhead-door.php,False,0.133,1,0,0.0,100,3.267,listado-marca
87,Cortina serie 625,cortina-serie-620.php,False,0.941,0,0,0.0,100,1.882,detalle-estatico
87,Cortina serie 625,serie-620.php,False,0.941,0,0,0.0,100,1.882,detalle-estatico
88,Cortina en aluminio serie 511 / 521,cortina-en-aluminio-serie-511-521.php,True,1.0,1,1,1.0,69,15,detalle-estatico
88,Cortina en aluminio serie 511 / 521,cortinas-enrollables-industriales.php,False,0.491,1,0,0.0,69,3.981,listado-estatico
88,Cortina en aluminio serie 511 / 521,overhead-door.php,False,0.087,1,0,0.0,69,3.174,listado-marca
88,Cortina en aluminio serie 511 / 521,puertas-seccionales-de-aluminio-521.php,False,0.615,0,0,0.0,69,1.231,detalle-estatico
88,Cortina en aluminio serie 511 / 521,cortina-serie-610.php,False,0.6,0,0,0.0,69,1.2,detalle-estatico
89,Cortina Plana,cortina-plana.php,True,1.0,3,1,0.975,79,18,detalle-estatico
89,Cortina Plana,puertas-residenciales.php,False,0.353,2,0,0.0,79,6.706,detalle-estatico
89,Cortina Plana,cortinas-enrollables-industriales.php,False,0.606,1,0,0.0,79,4.212,listado-estatico
89,Cortina Plana,centros-comerciales.php,False,0.375,1,0,0.0,79,3.75,listado-estatico
89,Cortina Plana,industrial.php,False,0.348,1,0,0.0,79,3.696,listado-estatico
90,Cortina Europea,cortina-europea.php,True,1.0,3,1,1.0,68,18,detalle-estatico
90,Cortina Europea,cortinas-enrollables-industriales.php,False,0.686,1,0,0.0,68,4.371,listado-estatico
90,Cortina Europea,centros-comerciales.php,False,0.353,1,0,0.0,68,3.706,listado-estatico
90,Cortina Europea,dockman.php,False,0.182,1,0,0.0,68,3.364,listado-marca
90,Cortina Europea,cortina-plana.php,False,0.714,0,0,0.0,68,1.429,detalle-estatico
91,Cortina serie 620,cortina-serie-620.php,True,1.0,1,1,1.0,296,15,detalle-estatico
91,Cortina serie 620,serie-620.php,True,1.0,0,0,1.0,296,9,detalle-estatico
91,Cortina serie 620,cortinas-enrollables-industriales.php,False,0.486,1,0,0.0,296,3.973,listado-estatico
91,Cortina serie 620,cortina-serie-610.php,False,0.941,0,0,0.466,296,3.882,detalle-estatico
91,Cortina serie 620,overhead-door.php,False,0.133,1,0,0.0,296,3.267,listado-marca
