source_type,source_key,rule_id,old_action,new_action,evidence,result
media,asset:multimedia/imagenes/productos/14244b97febc7f54256ae0dcbf491a041d9e25f7.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/14244b97febc7f54256ae0dcbf491a041d9e25f7.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=859",APPLIED
media,asset:multimedia/imagenes/productos/14969a481112be738d6c20f8b640cbfae2aa430a.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/14969a481112be738d6c20f8b640cbfae2aa430a.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=722",APPLIED
media,asset:multimedia/imagenes/productos/156cc74b0df9bb29931b5a748ac466a9ff8208b3.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/156cc74b0df9bb29931b5a748ac466a9ff8208b3.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=740",APPLIED
media,asset:multimedia/imagenes/productos/156f62a9d76cbde9a439ddc82ead8465d82c347e.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/156f62a9d76cbde9a439ddc82ead8465d82c347e.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1311",APPLIED
media,asset:multimedia/imagenes/productos/1573a9c4fbea34db1caea42a6ed3c987bfa2f160.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/1573a9c4fbea34db1caea42a6ed3c987bfa2f160.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=458",APPLIED
media,asset:multimedia/imagenes/productos/15f69b7bd580882fc5f453496ef06e085cff5545.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/15f69b7bd580882fc5f453496ef06e085cff5545.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=169|785",APPLIED
media,asset:multimedia/imagenes/productos/167e3f194092173e480afe98e083ac3e4c77c2e3.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/167e3f194092173e480afe98e083ac3e4c77c2e3.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=543|636",APPLIED
media,asset:multimedia/imagenes/productos/17a0a640fe8c4bed587c8a68d253c32091f8cd79.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/17a0a640fe8c4bed587c8a68d253c32091f8cd79.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1067|1142|433",APPLIED
media,asset:multimedia/imagenes/productos/17a21eba3e7af6ee97482516ddad6a5b42e19bcf.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/17a21eba3e7af6ee97482516ddad6a5b42e19bcf.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1051|1147|446",APPLIED
media,asset:multimedia/imagenes/productos/181a5b1fcb03b8ab6376a45db6bb565a22da04d7.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/181a5b1fcb03b8ab6376a45db6bb565a22da04d7.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=296",APPLIED
media,asset:multimedia/imagenes/productos/184a00c5325f589792fc0a2b786bb64f4cf1af10.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/184a00c5325f589792fc0a2b786bb64f4cf1af10.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1343",APPLIED
media,asset:multimedia/imagenes/productos/190978ffd8550629d52835f08d699790570de450.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/190978ffd8550629d52835f08d699790570de450.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=481|901",APPLIED
media,asset:multimedia/imagenes/productos/1928af6099d1fe4e06315432541a2959045d8a91.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/1928af6099d1fe4e06315432541a2959045d8a91.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=654",APPLIED
media,asset:multimedia/imagenes/productos/1a335f84d428ad1d1d70bacc117fb276eb89643a.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/1a335f84d428ad1d1d70bacc117fb276eb89643a.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=174|790",APPLIED
media,asset:multimedia/imagenes/productos/1a76a5044fe865297a21321827734e718edd7a50.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/1a76a5044fe865297a21321827734e718edd7a50.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=251",APPLIED
media,asset:multimedia/imagenes/productos/1b2a64330ac09a6a8703a86237ab915070ccea63.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/1b2a64330ac09a6a8703a86237ab915070ccea63.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=286",APPLIED
media,asset:multimedia/imagenes/productos/1bdbc8573b16aac59ded3f3125ba1708c9b31055.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/1bdbc8573b16aac59ded3f3125ba1708c9b31055.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=413",APPLIED
media,asset:multimedia/imagenes/productos/1cd185491018a76917c79e14c41b2b0011319b80.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/1cd185491018a76917c79e14c41b2b0011319b80.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=191|281|326|936",APPLIED
media,asset:multimedia/imagenes/productos/1dc9440b5554feba939f9d0bfa45ca8255023c59.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/1dc9440b5554feba939f9d0bfa45ca8255023c59.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=518|765",APPLIED
media,asset:multimedia/imagenes/productos/1dd05ae0cd66252746a17313d414d0be22ccf43f.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/1dd05ae0cd66252746a17313d414d0be22ccf43f.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=707",APPLIED
media,asset:multimedia/imagenes/productos/1f08c992ec5ff11246b3c2c99fab1a38f63cd586.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/1f08c992ec5ff11246b3c2c99fab1a38f63cd586.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1223|552",APPLIED
media,asset:multimedia/imagenes/productos/1f77aa6b34d2c431879dd72b9cd779a2515818e9.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/1f77aa6b34d2c431879dd72b9cd779a2515818e9.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1347",APPLIED
media,asset:multimedia/imagenes/productos/20162e2d303a3eca6ff36017343562a94980ccc0.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/20162e2d303a3eca6ff36017343562a94980ccc0.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1024|365",APPLIED
media,asset:multimedia/imagenes/productos/226caac31d2c72dc9a4e9e5937b42d25d2181733.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/226caac31d2c72dc9a4e9e5937b42d25d2181733.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=196|825",APPLIED
media,asset:multimedia/imagenes/productos/2275a86129b6621c5e4709586c4b3b2e6e4320ec.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2275a86129b6621c5e4709586c4b3b2e6e4320ec.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=672",APPLIED
media,asset:multimedia/imagenes/productos/23d64ba6c7e061271bc6fdafa624c8452f91f824.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/23d64ba6c7e061271bc6fdafa624c8452f91f824.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1295",APPLIED
media,asset:multimedia/imagenes/productos/24e0d6f15c24675c2a029554f605dba9d7f47c93.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/24e0d6f15c24675c2a029554f605dba9d7f47c93.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1237|356",APPLIED
media,asset:multimedia/imagenes/productos/25c0bd18b4ddf41ccc3ed87801a972890011ed2c.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/25c0bd18b4ddf41ccc3ed87801a972890011ed2c.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=331",APPLIED
media,asset:multimedia/imagenes/productos/25e0f577729ca9184cc4388fe11b73c42883dcec.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/25e0f577729ca9184cc4388fe11b73c42883dcec.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=472",APPLIED
media,asset:multimedia/imagenes/productos/264a7a4be0e359c55b9c412aa8ca06b188abc854.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/264a7a4be0e359c55b9c412aa8ca06b188abc854.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=251",APPLIED
media,asset:multimedia/imagenes/productos/2663f1c2be32358a778297750b8b9c1985af2400.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2663f1c2be32358a778297750b8b9c1985af2400.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=504|874",APPLIED
media,asset:multimedia/imagenes/productos/2781b7edf8bd65223923ac4ae96561dd74a82271.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2781b7edf8bd65223923ac4ae96561dd74a82271.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=191|281|326|936",APPLIED
media,asset:multimedia/imagenes/productos/278a4546b48209d2967e9b5217813ee15bf36708.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/278a4546b48209d2967e9b5217813ee15bf36708.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=523|980",APPLIED
media,asset:multimedia/imagenes/productos/2796b3a1d22bbf5e8f406e7a5dcdc12c553c9cff.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2796b3a1d22bbf5e8f406e7a5dcdc12c553c9cff.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1260|561",APPLIED
media,asset:multimedia/imagenes/productos/2a10289b70f121d836b1f535a3402807476f93a8.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2a10289b70f121d836b1f535a3402807476f93a8.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=260|645",APPLIED
media,asset:multimedia/imagenes/productos/2b360d8a9854585b2873ed0c571eaac8667989c1.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2b360d8a9854585b2873ed0c571eaac8667989c1.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=218|953",APPLIED
media,asset:multimedia/imagenes/productos/2be7b58bb9b540fee904acdfa24e7f98ed20886f.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2be7b58bb9b540fee904acdfa24e7f98ed20886f.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=476|892",APPLIED
media,asset:multimedia/imagenes/productos/2cc2f054110012652b02e0187ac429f75c8ced9e.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2cc2f054110012652b02e0187ac429f75c8ced9e.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=393",APPLIED
media,asset:multimedia/imagenes/productos/2cd6ae48995f438b403451d2615c64042a4353b0.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2cd6ae48995f438b403451d2615c64042a4353b0.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1096|231",APPLIED
media,asset:multimedia/imagenes/productos/2da2bd675a6ccfd8ee472082b03edfd522780798.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2da2bd675a6ccfd8ee472082b03edfd522780798.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=490",APPLIED
media,asset:multimedia/imagenes/productos/2dcd34680ae76905d3bb16fc7c85a0d93cc9c5a5.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2dcd34680ae76905d3bb16fc7c85a0d93cc9c5a5.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=1242",APPLIED
media,asset:multimedia/imagenes/productos/2dffa1df5bf16fd938ac7a7bd9d3d4dcf7872560.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2dffa1df5bf16fd938ac7a7bd9d3d4dcf7872560.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=191|281|326|936",APPLIED
media,asset:multimedia/imagenes/productos/2e19d878c19f1353d3e55513b1a0ff00b3655392.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2e19d878c19f1353d3e55513b1a0ff00b3655392.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1008|403",APPLIED
media,asset:multimedia/imagenes/productos/2eaeae874d0edc64c079e7644d96f0387302e9a9.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2eaeae874d0edc64c079e7644d96f0387302e9a9.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1273",APPLIED
media,asset:multimedia/imagenes/productos/2f90e8bd3fd035a9da7cc88f5e54763dbe71eb65.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/2f90e8bd3fd035a9da7cc88f5e54763dbe71eb65.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1126",APPLIED
media,asset:multimedia/imagenes/productos/3049d35ce5a58fb57ec7603f509ef7114f7e4280.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3049d35ce5a58fb57ec7603f509ef7114f7e4280.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=165|966|975|999",APPLIED
media,asset:multimedia/imagenes/productos/3185b766898f29d01443c69deb7d6be12d705b89.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3185b766898f29d01443c69deb7d6be12d705b89.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=864",APPLIED
media,asset:multimedia/imagenes/productos/33a8a1455bcfbb90e1c0ba4faa8f888cc0451e8c.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/33a8a1455bcfbb90e1c0ba4faa8f888cc0451e8c.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1059|1155|454",APPLIED
media,asset:multimedia/imagenes/productos/33c576ee27c51f19bca33107f1753c9220da9e13.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/33c576ee27c51f19bca33107f1753c9220da9e13.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1059|1155|454",APPLIED
media,asset:multimedia/imagenes/productos/33defd5b3ebe7d351fcf628da966065053d8b388.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/33defd5b3ebe7d351fcf628da966065053d8b388.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1114",APPLIED
media,asset:multimedia/imagenes/productos/33fce3c6a98f76bb952ebfa61a302b70e04ea52c.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/33fce3c6a98f76bb952ebfa61a302b70e04ea52c.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1024|365",APPLIED
media,asset:multimedia/imagenes/productos/33fea749c86a54e32cbea6fc348df6c35dfe7194.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/33fea749c86a54e32cbea6fc348df6c35dfe7194.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1277",APPLIED
media,asset:multimedia/imagenes/productos/3413b34226b7c3b656fc13078a2fea4944a9cdb3.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3413b34226b7c3b656fc13078a2fea4944a9cdb3.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=726",APPLIED
media,asset:multimedia/imagenes/productos/34211ef669994a8bd482b487e140bbe201cc59bd.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/34211ef669994a8bd482b487e140bbe201cc59bd.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=849",APPLIED
media,asset:multimedia/imagenes/productos/352f55a95012d98c11d878892227bccc9e1678f9.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/352f55a95012d98c11d878892227bccc9e1678f9.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=712",APPLIED
media,asset:multimedia/imagenes/productos/358506796f982c89c78dfafef0ca626612f1bfae.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/358506796f982c89c78dfafef0ca626612f1bfae.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=255",APPLIED
media,asset:multimedia/imagenes/productos/35b187dcc82e959ca75db937b90024005a527157.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/35b187dcc82e959ca75db937b90024005a527157.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=169|785",APPLIED
media,asset:multimedia/imagenes/productos/36ee69f37c8884b83e3ca11cc23dbebcac8972c7.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/36ee69f37c8884b83e3ca11cc23dbebcac8972c7.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=476|892",APPLIED
media,asset:multimedia/imagenes/productos/36f6b5b690d5213be20e793bc11545d0a3088f32.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/36f6b5b690d5213be20e793bc11545d0a3088f32.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1351",APPLIED
media,asset:multimedia/imagenes/productos/36fd2d5b2f378a67bdd6ab16346bf83c1cd73038.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/36fd2d5b2f378a67bdd6ab16346bf83c1cd73038.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=924",APPLIED
media,asset:multimedia/imagenes/productos/371a4b2f873919160fe7684495a5a5aad6d5c0b8.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/371a4b2f873919160fe7684495a5a5aad6d5c0b8.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=547|640",APPLIED
media,asset:multimedia/imagenes/productos/373ac67f27a16f99790511fda43ae3437c8a85bc.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/373ac67f27a16f99790511fda43ae3437c8a85bc.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=286",APPLIED
media,asset:multimedia/imagenes/productos/3789ab37d39458dca61894b4c976e9337f37f6a1.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3789ab37d39458dca61894b4c976e9337f37f6a1.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=499|919",APPLIED
media,asset:multimedia/imagenes/productos/37b40cb15d4ce16f5ec13739e621730982b42b69.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/37b40cb15d4ce16f5ec13739e621730982b42b69.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=438",APPLIED
media,asset:multimedia/imagenes/productos/37e230ce8764faef89c115ba8c4c511fa966ad48.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/37e230ce8764faef89c115ba8c4c511fa966ad48.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=821",APPLIED
media,asset:multimedia/imagenes/productos/381cccddca9068f4f928c85a45b3fbf221cae6a9.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/381cccddca9068f4f928c85a45b3fbf221cae6a9.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=1063|1138|429",APPLIED
media,asset:multimedia/imagenes/productos/3895266c5e9f7b5167566e2eb2f00061cee5ef27.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3895266c5e9f7b5167566e2eb2f00061cee5ef27.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1029|1106|379",APPLIED
media,asset:multimedia/imagenes/productos/392b065a81c4bb33843d840ab8aac7e37ab25e87.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/392b065a81c4bb33843d840ab8aac7e37ab25e87.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1256",APPLIED
media,asset:multimedia/imagenes/productos/3a1fc20fded91d4281ea5bccbabb5857c08ac984.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3a1fc20fded91d4281ea5bccbabb5857c08ac984.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=342",APPLIED
media,asset:multimedia/imagenes/productos/3b217cb341e42553c617890ac8dd6feb34fdb1c7.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3b217cb341e42553c617890ac8dd6feb34fdb1c7.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=692",APPLIED
media,asset:multimedia/imagenes/productos/3c6f460cc1486506219239ca2b7e5a8e8ad87a60.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3c6f460cc1486506219239ca2b7e5a8e8ad87a60.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES original_ids=1014|1120|389",APPLIED
media,asset:multimedia/imagenes/productos/3c70cf2c418e31f8108f88ed59aea7291660401b.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3c70cf2c418e31f8108f88ed59aea7291660401b.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1194|374",APPLIED
media,asset:multimedia/imagenes/productos/3d04b5ea99a0684e9c773d479566fa2616b9a9d6.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3d04b5ea99a0684e9c773d479566fa2616b9a9d6.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=579",APPLIED
media,asset:multimedia/imagenes/productos/3d710dcd28fda2649ac0b16b46ef73ee16cdbd95.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3d710dcd28fda2649ac0b16b46ef73ee16cdbd95.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1072|1082|1159|513",APPLIED
media,asset:multimedia/imagenes/productos/3ddd17cc303be0139f7d072bc0bf7c97b145146e.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3ddd17cc303be0139f7d072bc0bf7c97b145146e.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=735",APPLIED
media,asset:multimedia/imagenes/productos/3de77ed35f27bba5e37688f19043f0834bcd0cff.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3de77ed35f27bba5e37688f19043f0834bcd0cff.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=697",APPLIED
media,asset:multimedia/imagenes/productos/3eba894cc4b56113df25e245b003b03627dc95ec.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3eba894cc4b56113df25e245b003b03627dc95ec.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=169|785",APPLIED
media,asset:multimedia/imagenes/productos/3efdffd3ac26f45d9139c36a2bdd839ecd6a2eda.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3efdffd3ac26f45d9139c36a2bdd839ecd6a2eda.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=442",APPLIED
media,asset:multimedia/imagenes/productos/3f27cada73952f5d7616a924c14dc6efe7008d3b.png,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3f27cada73952f5d7616a924c14dc6efe7008d3b.png usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1114",APPLIED
media,asset:multimedia/imagenes/productos/3f5dc5c0f9c9aa46cdb1d915680de39787a2bab9.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/3f5dc5c0f9c9aa46cdb1d915680de39787a2bab9.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=888",APPLIED
media,asset:multimedia/imagenes/productos/407a716595769879bb3564ac4dba39ac40e0eab0.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/407a716595769879bb3564ac4dba39ac40e0eab0.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=499|919",APPLIED
media,asset:multimedia/imagenes/productos/40f2160fb62b7c5ee17080ed593917673d700a7f.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/40f2160fb62b7c5ee17080ed593917673d700a7f.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=1351",APPLIED
media,asset:multimedia/imagenes/productos/4107f445ef7b067f76ef097b3da57af2382e7108.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/4107f445ef7b067f76ef097b3da57af2382e7108.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=830",APPLIED
media,asset:multimedia/imagenes/productos/4141d163664d035c13778aa2ddac33cac1af98ff.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/4141d163664d035c13778aa2ddac33cac1af98ff.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=504|874",APPLIED
media,asset:multimedia/imagenes/productos/42e1bf0bcd51140c652ff32de5959de824aa01fb.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/42e1bf0bcd51140c652ff32de5959de824aa01fb.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=770",APPLIED
media,asset:multimedia/imagenes/productos/4357a19340ef40ab6163db337d8b5e7ec3d053da.jpg,R-M02,REVIEW,SKIP,"media-master.csv:multimedia/imagenes/productos/4357a19340ef40ab6163db337d8b5e7ec3d053da.jpg usage_type=IMAGE_APPARENTLY_UNUSED|DERIVED original_ids=523|980",APPLIED
